t,track_id,class_name,tip_x_mm,tip_y_mm,tip_z_mm,n_neighbours,plane_rms_mm,clearance_mm
1787165478.700,92,Monopolar_Curved_Scissors,97.75,-14.78,19.70,796,2.32,-5.20
1787165478.700,93,Prograsp_Forceps_Right,117.50,-25.36,30.43,417,3.44,2.30
1787165478.721,91,UNKNOWN,95.07,-8.01,13.49,711,1.56,-3.38
1787165478.721,92,Monopolar_Curved_Scissors,95.50,-12.62,18.53,784,1.99,-3.63
1787165478.721,93,Prograsp_Forceps_Right,117.56,-25.41,30.43,413,3.30,2.80
1787165478.823,91,UNKNOWN,97.16,-7.14,15.09,723,4.93,-4.01
1787165478.823,92,Monopolar_Curved_Scissors,95.34,-12.38,19.72,595,4.81,0.01
1787165478.823,93,Prograsp_Forceps_Right,117.93,-25.65,30.44,526,5.10,-5.56
1787165478.823,94,UNKNOWN,89.83,6.49,10.02,1162,4.78,0.40
1787165479.008,91,Large_Needle_Driver_Left,92.45,-6.98,12.92,471,3.37,1.89
1787165479.008,92,Monopolar_Curved_Scissors,95.04,-11.95,21.92,514,3.84,1.72
1787165479.008,93,Prograsp_Forceps_Right,118.61,-26.11,30.46,411,4.35,-4.88
1787165479.008,94,UNKNOWN,90.73,5.60,8.71,709,4.32,0.20
1787165479.041,91,Large_Needle_Driver_Left,94.58,-7.32,13.95,457,3.33,-0.12
1787165479.041,92,Monopolar_Curved_Scissors,95.00,-11.88,22.27,517,3.87,1.52
1787165479.041,93,Prograsp_Forceps_Right,118.72,-26.18,30.47,412,4.35,-4.78
1787165479.041,94,Prograsp_Forceps_Right,90.98,6.73,10.51,614,4.05,-0.97
1787165479.166,91,Large_Needle_Driver_Left,95.92,-4.69,11.48,629,4.62,-1.72
1787165479.166,92,Monopolar_Curved_Scissors,94.80,-11.59,23.73,643,4.10,-0.38
1787165479.166,93,Prograsp_Forceps_Right,119.17,-26.48,30.48,460,3.82,7.97
1787165479.166,94,Prograsp_Forceps_Right,90.57,8.46,8.76,908,3.89,0.83
1787165479.384,91,Large_Needle_Driver_Left,89.37,-3.47,8.89,618,2.67,-8.67
1787165479.384,92,Monopolar_Curved_Scissors,94.46,-11.08,26.29,838,4.22,-1.83
1787165479.384,93,Prograsp_Forceps_Right,119.96,-27.01,30.50,596,3.32,-1.66
1787165479.384,94,Prograsp_Forceps_Right,101.02,8.65,5.59,227,1.61,14.28
1787165479.617,91,Large_Needle_Driver_Left,89.44,-8.51,13.36,944,3.49,-3.13
1787165479.617,92,Monopolar_Curved_Scissors,95.02,8.76,10.14,883,2.43,-7.76
1787165479.617,93,Prograsp_Forceps_Right,120.78,-27.56,30.53,472,3.69,-7.99
1787165479.617,94,Prograsp_Forceps_Right,97.44,9.86,7.58,804,2.34,-10.53
1787165479.854,91,Large_Needle_Driver_Left,88.44,-5.41,11.88,895,4.01,2.16
1787165479.854,92,Monopolar_Curved_Scissors,88.14,15.37,5.85,925,3.14,1.52
1787165479.854,93,Prograsp_Forceps_Right,121.68,-28.16,30.55,429,3.33,8.03
1787165479.854,94,Large_Needle_Driver_Left,89.31,14.74,5.30,905,3.21,0.24
1787165479.963,91,Large_Needle_Driver_Left,88.19,-3.90,12.66,1154,3.72,1.05
1787165479.963,92,Monopolar_Curved_Scissors,84.29,17.80,4.72,1195,3.19,4.87
1787165479.963,94,Large_Needle_Driver_Left,84.89,16.95,4.63,1183,3.21,4.29
1787165480.062,91,Large_Needle_Driver_Left,88.78,-2.53,10.47,1022,3.30,1.43
1787165480.062,92,Monopolar_Curved_Scissors,84.43,19.83,4.66,1383,3.12,4.47
1787165480.062,94,Large_Needle_Driver_Left,84.24,17.47,4.52,1310,3.15,4.53
1787165480.160,91,Large_Needle_Driver_Left,85.54,-4.81,9.85,1102,3.13,4.25
1787165480.160,92,Monopolar_Curved_Scissors,83.71,21.49,4.30,1313,3.34,5.31
1787165480.160,94,Large_Needle_Driver_Left,84.69,19.04,5.09,1314,3.27,4.38
1787165480.362,91,Large_Needle_Driver_Left,84.07,-7.13,8.39,1094,3.34,5.85
1787165480.362,92,Monopolar_Curved_Scissors,82.12,25.16,3.50,1114,3.30,7.19
1787165480.362,94,Large_Needle_Driver_Left,84.30,19.07,5.49,1417,3.12,5.40
1787165480.483,91,Large_Needle_Driver_Left,84.65,-8.46,7.29,1143,3.33,5.71
1787165480.483,92,Monopolar_Curved_Scissors,81.28,27.11,3.07,915,2.81,6.26
1787165480.483,94,Large_Needle_Driver_Left,84.61,11.22,7.43,1537,3.07,4.14
1787165480.586,91,Large_Needle_Driver_Left,84.92,-8.69,9.79,230,4.60,-5.61
1787165480.586,92,Monopolar_Curved_Scissors,80.44,29.06,2.65,285,2.70,5.79
1787165480.586,94,Large_Needle_Driver_Left,84.76,5.51,14.10,302,4.93,4.24
1787165480.680,91,Monopolar_Curved_Scissors,89.64,-10.56,13.22,408,3.26,2.77
1787165480.680,92,Monopolar_Curved_Scissors,79.74,30.66,2.30,676,4.72,4.39
1787165480.680,94,Large_Needle_Driver_Left,84.85,1.56,19.96,341,3.18,9.96
1787165480.766,91,Monopolar_Curved_Scissors,93.07,-11.42,15.67,438,3.36,-2.72
1787165480.766,92,Monopolar_Curved_Scissors,79.07,32.23,1.96,921,4.70,5.97
1787165480.766,94,Large_Needle_Driver_Left,84.90,-0.48,23.84,289,2.50,11.20
1787165480.997,92,Monopolar_Curved_Scissors,77.25,36.43,1.04,716,3.73,-7.91
1787165480.997,94,Large_Needle_Driver_Left,77.27,-1.77,24.29,935,2.88,-2.81
1787165481.129,91,Monopolar_Curved_Scissors,96.10,-13.87,15.44,63,2.13,-17.21
1787165481.129,92,Monopolar_Curved_Scissors,76.28,38.67,0.55,606,3.84,1.74
1787165481.129,94,Large_Needle_Driver_Left,74.55,-1.94,24.21,1055,3.59,-7.92
1787165481.254,92,Monopolar_Curved_Scissors,75.34,40.85,0.08,654,3.52,5.51
1787165481.254,94,Large_Needle_Driver_Left,74.36,-1.95,24.64,1072,2.71,0.11
1787165481.275,92,Monopolar_Curved_Scissors,75.25,41.06,0.03,643,3.46,5.52
1787165481.275,94,Large_Needle_Driver_Left,74.41,-1.35,24.38,1069,2.72,-0.16
1787165481.296,94,Large_Needle_Driver_Left,74.52,-1.18,24.43,1063,2.73,-0.30
1787165481.674,96,Large_Needle_Driver_Left,75.08,-0.70,24.21,76,1.30,-7.21
1787165481.797,96,Large_Needle_Driver_Left,75.08,-1.06,23.39,81,1.03,-6.20
1787165481.899,96,Large_Needle_Driver_Left,75.08,-1.11,23.31,75,1.88,-4.61
1787165481.990,96,Large_Needle_Driver_Left,75.08,-1.16,23.23,355,2.07,-3.66
1787165482.117,96,Large_Needle_Driver_Left,75.08,-1.22,23.12,471,2.13,-3.65
1787165482.117,97,Bipolar_Forceps,106.73,-2.43,-1.33,51,0.54,17.27
1787165482.226,96,Large_Needle_Driver_Left,92.60,-8.30,8.35,167,1.78,-14.77
1787165482.226,97,Bipolar_Forceps,87.82,0.20,2.67,113,1.35,-16.74
1787165482.318,96,Large_Needle_Driver_Left,95.33,-8.89,4.05,62,0.96,-10.52
1787165482.318,97,Large_Needle_Driver_Left,79.33,2.19,8.23,360,2.38,11.49
1787165482.513,96,Large_Needle_Driver_Left,96.95,-6.90,4.50,43,1.92,1.53
1787165482.513,97,Large_Needle_Driver_Left,74.07,7.15,9.56,295,2.07,9.95
1787165482.743,96,Large_Needle_Driver_Left,86.96,-10.12,16.72,309,2.57,7.78
1787165482.743,97,Large_Needle_Driver_Left,77.05,5.31,19.12,416,1.91,-10.99
1787165482.830,96,Large_Needle_Driver_Left,83.61,-8.84,18.19,82,1.14,-5.86
1787165482.830,97,Large_Needle_Driver_Left,74.87,5.78,20.88,195,1.06,-10.70
1787165482.830,98,Monopolar_Curved_Scissors,96.05,-24.20,-12.40,339,2.65,-2.86
1787165483.067,96,Large_Needle_Driver_Left,81.69,-9.20,18.11,152,1.42,-8.01
1787165483.067,97,Large_Needle_Driver_Left,78.18,5.26,22.70,239,1.37,-10.30
1787165483.067,98,Monopolar_Curved_Scissors,93.59,-21.58,-9.99,630,5.13,-2.77
1787165483.286,96,Bipolar_Forceps,85.10,-10.05,19.86,117,2.36,-4.27
1787165483.286,97,Large_Needle_Driver_Left,83.29,4.03,24.38,206,1.33,-11.25
1787165483.286,98,Monopolar_Curved_Scissors,92.69,-22.05,-8.40,319,3.02,-0.99
1787165483.387,96,Bipolar_Forceps,86.15,-8.47,18.57,91,4.05,3.80
1787165483.387,97,Large_Needle_Driver_Left,84.94,5.13,24.80,166,1.99,5.50
1787165483.387,98,Monopolar_Curved_Scissors,92.51,-19.20,-6.57,379,2.59,0.87
1787165483.642,96,Bipolar_Forceps,116.89,-18.53,30.21,654,3.96,9.73
1787165483.642,97,Large_Needle_Driver_Left,83.17,5.85,28.54,196,1.23,-10.35
1787165483.642,98,Monopolar_Curved_Scissors,92.37,-15.45,-5.94,324,3.27,-1.19
1787165483.735,96,Bipolar_Forceps,100.71,-18.70,26.74,100,1.30,8.51
1787165483.735,98,Monopolar_Curved_Scissors,92.41,-16.68,-3.01,383,2.28,-12.83
1787165483.996,96,Bipolar_Forceps,91.84,-18.39,25.69,48,0.74,12.55
1787165483.996,98,Monopolar_Curved_Scissors,92.40,-17.89,3.58,103,1.20,-10.96
1787165484.010,96,Bipolar_Forceps,89.41,-18.13,25.28,60,0.80,12.59
1787165484.010,98,Monopolar_Curved_Scissors,92.46,-18.43,4.59,113,1.29,-11.14
1787165484.315,96,Bipolar_Forceps,107.56,-22.49,29.44,820,4.18,-2.85
1787165484.315,97,Large_Needle_Driver_Left,84.89,8.02,19.26,161,1.41,4.50
1787165484.315,98,Monopolar_Curved_Scissors,88.15,-16.60,-1.38,145,1.62,-7.78
1787165484.333,96,Bipolar_Forceps,107.88,-22.68,29.58,829,4.18,-3.14
1787165484.333,97,Large_Needle_Driver_Left,84.82,8.09,19.34,160,1.42,4.59
1787165484.333,98,Monopolar_Curved_Scissors,88.04,-16.52,-1.28,147,1.63,-7.66
1787165484.646,96,Bipolar_Forceps,89.52,-16.30,25.33,1184,3.45,-4.59
1787165484.646,97,Large_Needle_Driver_Left,83.78,9.06,20.46,535,4.09,11.39
1787165484.646,98,Monopolar_Curved_Scissors,86.50,-15.39,0.07,1663,7.55,3.89
1787165484.646,100,Grasping_Retractor_Right,92.15,45.76,35.99,62,0.81,-16.32
1787165484.867,96,UNKNOWN,91.82,-18.95,24.74,1208,3.43,-4.87
1787165484.867,97,UNKNOWN,92.49,-6.01,30.40,469,2.33,-12.29
1787165484.867,98,Monopolar_Curved_Scissors,92.22,-19.39,21.30,1291,3.85,-2.99
1787165484.867,100,Grasping_Retractor_Right,92.15,45.67,36.27,28,0.38,-18.74
1787165484.887,96,Bipolar_Forceps,92.43,-19.13,24.57,1201,3.47,-5.13
1787165484.887,97,UNKNOWN,92.53,-6.09,30.51,468,2.32,-12.36
1787165484.887,98,Monopolar_Curved_Scissors,92.22,-19.39,21.52,1282,3.81,-3.11
1787165484.887,99,Monopolar_Curved_Scissors,92.70,-12.20,11.78,1188,5.21,1.18
1787165484.887,100,Grasping_Retractor_Right,92.15,45.66,36.28,28,0.38,-18.75
1787165485.071,96,Bipolar_Forceps,92.30,-19.82,24.64,312,1.56,-2.24
1787165485.071,98,Monopolar_Curved_Scissors,92.50,-16.14,23.91,157,1.54,-6.32
1787165485.071,99,Monopolar_Curved_Scissors,93.41,-15.75,12.46,276,3.92,-2.44
1787165485.100,96,Bipolar_Forceps,92.29,-19.87,24.65,315,1.57,-2.25
1787165485.100,98,Monopolar_Curved_Scissors,92.35,-13.09,20.72,191,3.01,-3.15
1787165485.100,99,UNKNOWN,92.58,-11.59,15.17,369,2.15,-12.73
1787165485.227,96,Bipolar_Forceps,92.22,-20.25,24.69,794,3.30,0.69
1787165485.227,97,UNKNOWN,93.43,-8.38,33.57,454,4.21,6.32
1787165485.227,98,Monopolar_Curved_Scissors,92.38,-12.54,22.42,634,4.23,1.56
1787165485.227,99,Monopolar_Curved_Scissors,96.07,-9.18,16.43,677,4.90,-2.29
1787165485.227,100,Grasping_Retractor_Right,92.15,45.53,36.71,233,3.46,1.07
1787165485.227,101,Prograsp_Forceps_Right,87.83,8.64,10.54,1133,4.61,0.53
1787165485.490,96,Bipolar_Forceps,92.03,-21.21,24.80,855,2.72,1.09
1787165485.490,97,UNKNOWN,94.20,-10.34,36.18,438,4.31,5.21
1787165485.490,98,Monopolar_Curved_Scissors,92.46,-11.14,26.71,512,3.50,-1.04
1787165485.490,99,Monopolar_Curved_Scissors,96.83,-8.73,14.52,411,3.28,-1.16
1787165485.490,100,Grasping_Retractor_Right,92.15,45.41,37.07,209,2.51,-3.68
1787165485.490,101,Prograsp_Forceps_Right,91.08,6.25,8.19,665,3.94,0.38
1787165485.587,96,Bipolar_Forceps,91.97,-21.54,24.83,1037,3.16,-1.01
1787165485.587,97,UNKNOWN,94.47,-11.02,37.09,456,3.91,6.11
1787165485.587,98,Monopolar_Curved_Scissors,92.49,-10.65,28.19,698,4.23,-4.14
1787165485.587,99,Monopolar_Curved_Scissors,95.21,-8.31,14.84,565,3.90,-2.71
1787165485.587,100,Grasping_Retractor_Right,92.15,45.37,37.19,372,4.24,-7.67
1787165485.587,101,Prograsp_Forceps_Right,91.98,7.32,10.73,651,4.64,0.42
1787165485.687,96,Bipolar_Forceps,91.90,-21.89,24.87,761,2.69,0.54
1787165485.687,97,UNKNOWN,94.75,-11.73,38.04,301,4.02,7.05
1787165485.687,98,Monopolar_Curved_Scissors,92.52,-10.14,29.75,468,4.57,-4.03
1787165485.687,99,Monopolar_Curved_Scissors,96.92,-5.47,12.35,561,5.38,-1.31
1787165485.687,100,Grasping_Retractor_Right,92.15,45.33,37.32,369,5.13,5.64
1787165485.687,101,Large_Needle_Driver_Left,96.05,9.41,8.90,920,5.55,-0.95
1787165485.921,96,Bipolar_Forceps,91.75,-22.70,24.96,1415,4.51,-1.90
1787165485.921,97,UNKNOWN,95.41,-13.39,40.25,402,3.66,7.34
1787165485.921,98,Monopolar_Curved_Scissors,92.59,-8.95,33.37,753,4.65,5.65
1787165485.921,99,Monopolar_Curved_Scissors,89.71,-4.11,9.59,873,2.90,-6.77
1787165486.020,96,Bipolar_Forceps,91.69,-23.03,24.99,1345,3.66,-1.09
1787165486.020,97,UNKNOWN,95.68,-14.08,41.17,437,2.91,7.68
1787165486.020,98,Monopolar_Curved_Scissors,92.62,-8.46,34.88,680,4.78,5.21
1787165486.020,99,Monopolar_Curved_Scissors,79.21,-6.86,11.35,747,4.08,6.47
1787165486.020,101,Large_Needle_Driver_Left,108.05,10.66,7.17,128,1.91,-7.29
1787165486.229,96,UNKNOWN,88.29,-3.54,13.76,959,3.70,0.43
1787165486.229,97,UNKNOWN,96.25,-15.52,43.10,365,3.42,8.29
1787165486.229,98,Monopolar_Curved_Scissors,92.68,-7.43,38.04,455,3.54,6.94
1787165486.229,99,Monopolar_Curved_Scissors,84.48,-4.49,12.75,908,4.06,4.41
1787165486.229,101,Large_Needle_Driver_Left,91.15,15.86,4.97,877,2.89,-2.02
1787165486.355,96,Bipolar_Forceps,88.87,-2.04,10.47,1036,3.26,1.06
1787165486.355,98,Monopolar_Curved_Scissors,92.71,-6.89,39.67,370,3.47,8.44
1787165486.355,99,Monopolar_Curved_Scissors,83.94,-4.60,12.87,841,4.24,8.33
1787165486.355,101,Large_Needle_Driver_Left,115.44,25.17,6.38,37,1.64,-5.84
1787165486.434,96,Bipolar_Forceps,88.70,-1.28,9.75,1264,3.10,-0.01
1787165486.434,98,Monopolar_Curved_Scissors,92.73,-6.43,41.08,264,3.68,8.29
1787165486.434,99,Monopolar_Curved_Scissors,83.04,-6.31,10.69,966,3.47,8.05
1787165486.546,96,Bipolar_Forceps,88.50,-0.42,8.94,1596,3.56,-0.05
1787165486.546,98,Monopolar_Curved_Scissors,92.76,-5.91,42.68,191,2.59,8.16
1787165486.546,99,Monopolar_Curved_Scissors,83.20,-7.63,9.13,1067,3.24,6.13
1787165486.546,101,Large_Needle_Driver_Left,130.89,29.62,8.21,27,1.21,-0.79
1787165486.771,96,Large_Needle_Driver_Left,85.76,4.61,8.49,1624,3.20,2.33
1787165486.771,99,Monopolar_Curved_Scissors,84.39,-9.03,7.43,1108,3.26,6.03
1787165486.877,96,Large_Needle_Driver_Left,76.29,4.87,8.40,220,5.52,6.76
1787165486.877,99,Monopolar_Curved_Scissors,84.86,-9.09,6.70,207,3.65,-3.77
1787165487.003,96,Large_Needle_Driver_Left,72.44,3.14,12.52,83,4.80,6.72
1787165487.003,99,Monopolar_Curved_Scissors,90.00,-9.54,10.43,767,3.13,2.90
1787165487.133,96,Large_Needle_Driver_Left,70.82,0.92,17.93,58,0.96,8.60
1787165487.133,99,Monopolar_Curved_Scissors,93.66,-11.10,14.75,379,3.10,0.80
1787165487.238,96,Large_Needle_Driver_Left,72.45,-0.08,21.07,1154,2.84,2.73
1787165487.346,96,Large_Needle_Driver_Left,73.03,-0.60,22.68,1193,3.43,0.56
1787165487.346,99,Monopolar_Curved_Scissors,96.02,-13.66,15.38,27,1.06,-13.88
1787165487.450,96,Large_Needle_Driver_Left,73.44,-0.82,23.62,1024,3.86,-8.05
1787165487.450,99,Monopolar_Curved_Scissors,96.33,-14.01,16.86,27,1.57,-16.15
1787165487.551,96,Large_Needle_Driver_Left,73.75,-0.44,24.01,1094,2.94,0.79
1787165487.551,99,Monopolar_Curved_Scissors,96.44,-15.15,15.25,27,0.69,-10.13
1787165487.752,102,Large_Needle_Driver_Left,77.19,-0.58,24.84,235,1.60,-7.70
1787165487.857,102,Large_Needle_Driver_Left,77.19,-0.70,24.88,76,1.30,-7.61
1787165487.950,102,Large_Needle_Driver_Left,77.19,-1.05,24.14,79,1.04,-6.75
1787165488.165,102,Large_Needle_Driver_Left,90.43,-3.67,8.71,28,1.11,-9.65
1787165488.273,102,Large_Needle_Driver_Left,94.53,-5.90,4.90,38,1.69,-0.42
1787165488.395,102,Large_Needle_Driver_Left,96.29,-8.41,4.27,42,1.02,-18.05
1787165488.507,102,Large_Needle_Driver_Left,96.95,-8.98,2.23,29,0.93,-11.81
1787165488.713,102,Monopolar_Curved_Scissors,97.39,-6.89,3.89,51,1.69,-1.05
1787165488.810,102,Monopolar_Curved_Scissors,97.16,-7.86,4.51,45,2.06,3.34
1787165488.937,102,Monopolar_Curved_Scissors,98.69,-8.42,3.05,72,1.44,0.53
1787165489.030,102,Monopolar_Curved_Scissors,86.58,-7.88,14.04,47,1.63,-9.54
1787165489.264,102,Monopolar_Curved_Scissors,82.44,-8.84,16.82,106,1.47,10.09
1787165489.264,103,Monopolar_Curved_Scissors,93.54,-21.37,-9.87,636,5.10,-1.70
1787165489.520,102,Monopolar_Curved_Scissors,85.20,-9.96,19.66,117,2.34,-4.52
1787165489.520,103,Monopolar_Curved_Scissors,92.69,-22.10,-8.40,323,3.04,-1.05
1787165489.520,104,UNKNOWN,87.13,3.59,23.49,134,1.34,-11.46
1787165489.704,102,Monopolar_Curved_Scissors,86.20,-8.26,18.45,91,4.05,4.05
1787165489.704,103,Monopolar_Curved_Scissors,92.49,-18.87,-6.32,375,2.60,1.25
1787165489.704,104,UNKNOWN,84.56,3.87,22.66,178,1.92,9.72
1787165489.715,102,Monopolar_Curved_Scissors,86.36,-9.25,19.55,93,4.14,-3.23
1787165489.715,103,Monopolar_Curved_Scissors,92.51,-17.77,-6.29,380,2.72,2.17
1787165489.715,104,UNKNOWN,83.75,3.87,22.47,192,1.83,-10.83
1787165490.032,102,Monopolar_Curved_Scissors,117.05,-19.02,30.88,446,3.64,10.25
1787165490.032,103,Monopolar_Curved_Scissors,92.40,-14.92,-5.89,277,2.87,-0.99
1787165490.032,104,UNKNOWN,71.80,3.83,19.71,237,1.25,-8.18
1787165490.146,102,Monopolar_Curved_Scissors,100.09,-18.91,26.96,154,1.98,13.08
1787165490.146,103,Monopolar_Curved_Scissors,92.45,-16.55,-2.92,443,4.51,-10.03
1787165490.146,104,UNKNOWN,83.69,16.04,7.75,231,1.28,-8.79
1787165490.252,102,Monopolar_Curved_Scissors,92.87,-18.41,25.94,41,0.71,12.68
1787165490.252,103,Monopolar_Curved_Scissors,92.46,-17.74,2.33,100,1.62,1.38
1787165490.252,104,UNKNOWN,84.60,11.13,11.98,67,0.88,15.03
1787165490.472,102,Monopolar_Curved_Scissors,120.33,-24.92,32.64,426,4.44,-3.96
1787165490.472,103,Monopolar_Curved_Scissors,83.47,-16.89,4.51,92,1.25,9.26
1787165490.472,104,UNKNOWN,84.72,11.99,2.85,36,1.04,0.43
1787165490.596,102,Monopolar_Curved_Scissors,123.41,-26.41,33.93,108,1.45,-15.59
1787165490.596,103,Monopolar_Curved_Scissors,82.30,-16.54,5.85,126,1.56,-5.97
1787165490.596,104,UNKNOWN,85.16,19.02,2.02,156,2.23,3.37
1787165490.883,102,Monopolar_Curved_Scissors,90.62,-16.55,25.70,1162,3.51,-5.46
1787165490.883,103,Monopolar_Curved_Scissors,79.67,-15.76,8.87,1210,3.79,4.26
1787165490.883,104,UNKNOWN,81.05,22.07,-2.84,906,5.16,3.59
1787165490.883,105,Grasping_Retractor_Right,92.15,45.78,35.93,63,0.81,-16.32
1787165491.014,102,Monopolar_Curved_Scissors,95.52,-19.53,26.00,1181,5.15,-7.20
1787165491.014,103,Monopolar_Curved_Scissors,93.42,-13.58,12.61,1302,5.79,3.46
1787165491.014,104,UNKNOWN,79.24,23.42,-4.99,643,4.49,6.78
1787165491.014,105,Grasping_Retractor_Right,92.15,45.73,36.09,99,1.02,-16.35
1787165491.245,102,Large_Needle_Driver_Left,99.46,-7.32,12.30,378,3.07,-10.80
1787165491.245,103,Monopolar_Curved_Scissors,86.28,-12.38,11.98,124,2.27,-10.58
1787165491.245,104,UNKNOWN,75.99,25.83,-8.83,807,4.52,-4.87
1787165491.254,102,Large_Needle_Driver_Left,99.48,-7.25,12.20,381,3.09,-10.72
1787165491.254,103,Monopolar_Curved_Scissors,90.24,-13.63,17.32,58,3.72,-1.21
1787165491.254,104,UNKNOWN,75.86,25.93,-8.99,792,4.46,-4.72
1787165491.476,102,Large_Needle_Driver_Left,95.06,-8.40,14.67,840,4.88,4.69
1787165491.476,103,Monopolar_Curved_Scissors,92.05,-10.68,17.85,717,4.68,2.87
1787165491.476,104,UNKNOWN,90.01,14.69,9.91,1834,5.53,1.19
1787165491.476,105,Grasping_Retractor_Right,92.15,45.55,36.65,365,4.69,-7.84
1787165491.572,102,Large_Needle_Driver_Left,94.83,-7.88,14.00,878,4.77,0.99
1787165491.572,103,Monopolar_Curved_Scissors,99.93,-8.27,18.53,797,5.44,-4.34
1787165491.572,104,UNKNOWN,95.52,9.60,10.66,1135,5.01,-4.05
1787165491.572,105,Grasping_Retractor_Right,92.15,45.50,36.78,252,2.94,-0.98
1787165491.744,102,Monopolar_Curved_Scissors,96.00,-7.42,13.13,394,3.30,-0.21
1787165491.744,103,Monopolar_Curved_Scissors,101.27,-7.12,20.43,384,3.88,-5.90
1787165491.744,104,UNKNOWN,93.72,7.01,8.57,625,4.05,-2.07
1787165491.744,105,Grasping_Retractor_Right,92.15,45.44,36.99,210,2.51,-3.75
1787165491.755,102,Monopolar_Curved_Scissors,100.01,-7.84,14.66,398,3.34,-4.04
1787165491.755,103,Monopolar_Curved_Scissors,101.30,-7.09,20.48,384,3.88,-5.95
1787165491.755,104,UNKNOWN,93.27,7.55,10.20,572,3.87,-2.64
1787165491.755,105,Grasping_Retractor_Right,92.15,45.44,37.00,209,2.51,-3.74
1787165491.898,102,Monopolar_Curved_Scissors,97.01,-4.53,11.50,571,5.01,-1.73
1787165491.898,103,Monopolar_Curved_Scissors,102.46,-6.09,22.14,530,5.66,-2.08
1787165491.898,104,UNKNOWN,92.84,9.03,8.29,1009,5.04,-0.09
1787165491.898,105,Grasping_Retractor_Right,92.15,45.38,37.18,354,4.13,-6.85
1787165492.065,102,Monopolar_Curved_Scissors,89.94,-3.30,9.09,628,2.70,-8.67
1787165492.065,103,Monopolar_Curved_Scissors,103.70,-5.02,23.91,737,3.88,-5.28
1787165492.065,104,Prograsp_Forceps_Right,100.93,8.88,5.31,217,1.51,14.43
1787165492.479,102,Monopolar_Curved_Scissors,74.66,-7.19,11.42,537,4.35,6.65
1787165492.479,103,Monopolar_Curved_Scissors,96.47,9.58,10.04,867,3.14,-8.55
1787165492.479,104,Prograsp_Forceps_Right,97.10,10.12,7.45,806,2.98,-8.51
1787165492.613,102,Monopolar_Curved_Scissors,72.04,-4.64,9.93,427,2.85,9.66
1787165492.613,103,Monopolar_Curved_Scissors,89.58,14.84,6.27,951,3.30,0.70
1787165492.613,104,Prograsp_Forceps_Right,89.97,14.11,5.39,907,3.26,-0.38
1787165492.748,102,Monopolar_Curved_Scissors,81.01,-3.22,11.71,1003,4.03,8.76
1787165492.748,103,Monopolar_Curved_Scissors,84.82,17.75,4.86,1216,3.26,4.45
1787165492.748,104,Large_Needle_Driver_Left,84.96,16.75,4.50,1176,3.21,4.18
1787165492.895,102,Monopolar_Curved_Scissors,85.80,-2.00,9.83,1011,3.55,2.70
1787165492.895,103,Monopolar_Curved_Scissors,84.64,20.11,4.69,1388,3.12,4.21
1787165492.895,104,Large_Needle_Driver_Left,83.79,17.44,3.95,1276,3.13,4.89
1787165493.019,102,Monopolar_Curved_Scissors,83.96,-4.76,9.50,1053,3.18,5.96
1787165493.019,103,Monopolar_Curved_Scissors,83.76,22.30,4.21,1314,3.36,5.28
1787165493.019,104,Large_Needle_Driver_Left,84.55,19.18,4.90,1296,3.26,4.54
1787165493.161,102,Monopolar_Curved_Scissors,83.67,-6.87,8.43,1115,3.24,5.50
1787165493.161,103,Monopolar_Curved_Scissors,82.80,24.68,3.70,1215,3.35,5.61
1787165493.161,104,Large_Needle_Driver_Left,84.51,19.11,5.29,1449,3.12,4.45
1787165493.308,102,Monopolar_Curved_Scissors,84.24,-8.33,7.22,1108,3.58,5.36
1787165493.308,103,Monopolar_Curved_Scissors,81.83,27.09,3.17,929,3.42,7.36
1787165493.308,104,Large_Needle_Driver_Left,84.85,10.92,7.37,1486,3.17,4.48
1787165493.430,102,Monopolar_Curved_Scissors,84.84,-8.70,6.52,921,3.36,4.57
1787165493.430,103,Monopolar_Curved_Scissors,80.95,29.27,2.70,609,3.16,7.85
1787165493.430,104,Large_Needle_Driver_Left,85.27,7.36,9.39,1084,2.59,1.66
1787165493.455,102,Monopolar_Curved_Scissors,84.13,-8.61,8.54,954,3.46,4.80
1787165493.455,103,Monopolar_Curved_Scissors,80.91,29.38,2.68,602,3.15,7.92
1787165493.455,104,Large_Needle_Driver_Left,86.77,5.04,13.48,971,3.21,0.28
1787165493.557,102,Monopolar_Curved_Scissors,82.37,-9.65,11.41,56,0.98,7.46
1787165493.557,103,Monopolar_Curved_Scissors,80.03,31.56,2.20,615,2.43,11.09
1787165493.557,104,Large_Needle_Driver_Left,87.92,1.11,20.41,106,3.75,-3.12
1787165493.817,102,Monopolar_Curved_Scissors,91.87,-11.42,15.95,428,3.38,-1.94
1787165493.817,103,Monopolar_Curved_Scissors,78.26,35.95,1.25,675,3.76,8.40
1787165493.817,104,Large_Needle_Driver_Left,88.70,-1.56,26.34,264,2.32,7.22
1787165493.833,102,Monopolar_Curved_Scissors,91.83,-12.86,14.94,405,3.36,-3.40
1787165493.833,103,Monopolar_Curved_Scissors,78.20,36.10,1.22,667,3.73,8.49
1787165493.833,104,Large_Needle_Driver_Left,88.90,-1.56,26.96,256,2.33,6.77
1787165493.960,102,Monopolar_Curved_Scissors,83.92,-11.76,13.77,1240,2.40,-9.96
1787165493.960,103,Monopolar_Curved_Scissors,77.27,38.41,0.72,704,3.16,-8.30
